period_start,review_count,average_rating,low_score_ratio,high_score_ratio,period_type
2022-09-12,2483,2.8643,0.441,0.3826,week
2022-09-19,2303,2.858,0.4416,0.3704,week
2022-09-26,2358,2.9279,0.4186,0.3927,week
2022-10-03,2307,2.9584,0.42,0.4018,week
2022-10-10,2272,2.8882,0.4331,0.3776,week
2022-10-17,2377,2.8843,0.4367,0.382,week
2022-10-24,2392,2.9298,0.4247,0.3946,week
2022-10-31,2444,2.9881,0.4145,0.4157,week
2022-11-07,2397,2.9157,0.4318,0.3888,week
2022-11-14,2185,2.9524,0.4261,0.405,week
2022-11-21,2146,2.8952,0.4343,0.3765,week
2022-11-28,2584,3.0182,0.4129,0.4176,week
2022-12-05,2321,2.8104,0.4748,0.3735,week
2022-12-12,2162,2.8654,0.45,0.3677,week
2022-12-19,2085,2.9803,0.4177,0.4062,week
2022-12-26,2264,2.9307,0.4284,0.3953,week
2023-01-02,3272,2.9578,0.4141,0.4101,week
2023-01-09,2813,2.9769,0.4046,0.4081,week
2023-01-16,2939,3.0446,0.4032,0.4284,week
2023-01-23,2340,2.9363,0.4235,0.3923,week
2023-01-30,2319,2.9668,0.4135,0.4015,week
2023-02-06,2442,2.9803,0.414,0.4099,week
2023-02-13,2407,2.9211,0.4292,0.3968,week
2023-02-20,2296,2.9978,0.4068,0.4216,week
2023-02-27,2222,3.0176,0.4068,0.419,week
2023-03-06,2247,2.8941,0.4308,0.3818,week
2023-03-13,2609,2.9973,0.4159,0.4128,week
2023-03-20,2507,2.9422,0.4164,0.3885,week
2023-03-27,2431,2.9412,0.4146,0.3875,week
2023-04-03,2177,2.9757,0.4024,0.3992,week
2023-04-10,2310,2.8987,0.4368,0.384,week
2023-04-17,2369,2.9603,0.4073,0.4023,week
2023-04-24,2335,2.7979,0.4664,0.3666,week
2023-05-01,2060,2.8558,0.4442,0.3704,week
2023-05-08,1928,2.8812,0.4352,0.3683,week
2023-05-15,1948,2.7941,0.4589,0.347,week
2023-05-22,2094,2.8773,0.4417,0.372,week
2023-05-29,2115,2.9286,0.4194,0.3962,week
2023-06-05,1980,2.9283,0.4237,0.3904,week
2023-06-12,2079,2.9399,0.4175,0.3992,week
2023-06-19,2071,2.915,0.4331,0.3998,week
2023-06-26,2300,2.9565,0.4174,0.3904,week
2023-07-03,2251,2.956,0.4189,0.4052,week
2023-07-10,2284,2.9229,0.4326,0.391,week
2023-07-17,2402,2.9754,0.4088,0.4063,week
2023-07-24,2263,2.9315,0.4264,0.392,week
2023-07-31,2251,2.9183,0.4265,0.3861,week
2023-08-07,2276,2.8651,0.4455,0.3765,week
2023-08-14,2206,2.9397,0.4184,0.384,week
2023-08-21,2270,2.9736,0.4181,0.4145,week
2023-08-28,2126,2.8805,0.4351,0.3852,week
2023-09-04,2246,2.882,0.4452,0.3847,week
2023-09-11,2283,2.9001,0.4446,0.396,week
2023-09-18,2267,2.8858,0.4345,0.3763,week
2023-09-25,2357,2.9385,0.4251,0.398,week
2023-10-02,2360,2.8801,0.4419,0.3924,week
2023-10-09,2245,2.9817,0.4116,0.4174,week
2023-10-16,2367,2.981,0.4068,0.4119,week
2023-10-23,2230,2.952,0.4094,0.4009,week
2023-10-30,2265,2.9236,0.4349,0.3991,week
2023-11-06,2425,2.9753,0.4198,0.4049,week
2023-11-13,2289,2.9961,0.4155,0.412,week
2023-11-20,2300,3.0061,0.4096,0.4161,week
2023-11-27,2387,2.9811,0.4202,0.4034,week
2023-12-04,2385,2.9996,0.4109,0.4184,week
2023-12-11,2425,2.9955,0.4062,0.4058,week
2023-12-18,2477,2.9734,0.4174,0.3952,week
2023-12-25,2590,3.0154,0.3992,0.4162,week
2024-01-01,2703,3.0363,0.3992,0.4258,week
2024-01-08,2425,3.0841,0.3765,0.4346,week
2024-01-15,2613,2.9843,0.4148,0.4049,week
2024-01-22,2568,2.9755,0.4217,0.4065,week
2024-01-29,2584,3.0507,0.4025,0.4327,week
2024-02-05,2653,2.9898,0.415,0.4105,week
2024-02-12,2654,2.965,0.4292,0.4066,week
2024-02-19,2596,2.9118,0.4453,0.396,week
2024-02-26,3282,2.9019,0.4342,0.383,week
2024-03-04,2950,3.0461,0.4098,0.4308,week
2024-03-11,3251,2.9225,0.4442,0.4014,week
2024-03-18,3490,2.9292,0.4453,0.402,week
2024-03-25,3027,2.9597,0.4225,0.4103,week
2024-04-01,2932,2.9638,0.4274,0.4059,week
2024-04-08,3044,2.9215,0.4373,0.3949,week
2024-04-15,3076,2.9519,0.4249,0.4132,week
2024-04-22,3354,2.9547,0.421,0.4085,week
2024-04-29,3184,2.9868,0.4114,0.4108,week
2024-05-06,2892,2.9789,0.4149,0.4174,week
2024-05-13,2883,2.9376,0.4294,0.4048,week
2024-05-20,2967,2.9926,0.4152,0.4226,week
2024-05-27,2914,3.0172,0.3902,0.4221,week
2024-06-03,3139,2.9662,0.4148,0.4097,week
2024-06-10,3045,2.9143,0.4345,0.4043,week
2024-06-17,3163,2.9143,0.4312,0.3939,week
2024-06-24,3092,2.988,0.4256,0.4146,week
2024-07-01,2982,2.942,0.4336,0.4071,week
2024-07-08,2880,2.9639,0.4226,0.4163,week
2024-07-15,3050,2.8603,0.4561,0.3833,week
2024-07-22,2948,2.8538,0.4576,0.3786,week
2024-07-29,3228,2.7252,0.4981,0.3439,week
2024-08-05,3087,3.0347,0.4117,0.436,week
2024-08-12,3144,2.931,0.4288,0.4008,week
2024-08-19,2984,2.8592,0.4527,0.377,week
2024-08-26,3098,2.9209,0.4403,0.4019,week
2024-09-02,2934,2.8753,0.4496,0.3868,week
2024-09-09,2974,2.8705,0.4499,0.387,week
2024-09-16,3286,2.9157,0.4394,0.3941,week
2024-09-23,3557,3.043,0.4121,0.4321,week
2024-09-30,3250,2.9252,0.4305,0.3926,week
2024-10-07,3329,2.9102,0.4329,0.3827,week
2024-10-14,3741,3.1206,0.3788,0.4523,week
2024-10-21,4510,2.9,0.4501,0.3998,week
2024-10-28,5485,3.0396,0.4106,0.4434,week
2024-11-04,6015,2.9958,0.4204,0.4362,week
2024-11-11,6594,3.1007,0.4046,0.4724,week
2024-11-18,6617,2.995,0.4346,0.4414,week
2024-11-25,6172,3.1043,0.4096,0.4744,week
2024-12-02,7189,3.0712,0.4097,0.4657,week
2024-12-09,6763,2.9976,0.4335,0.4423,week
2024-12-16,6389,3.087,0.4076,0.4669,week
2024-12-23,6049,3.0946,0.4073,0.4735,week
2024-12-30,6560,3.1279,0.397,0.4819,week
2025-01-06,6384,3.1194,0.3957,0.4812,week
2025-01-13,6976,3.0847,0.4061,0.4696,week
2025-01-20,7200,3.175,0.3917,0.4935,week
2025-01-27,7984,3.2242,0.3804,0.5104,week
2025-02-03,8346,3.2731,0.3653,0.5295,week
2025-02-10,9239,3.2658,0.3679,0.5236,week
2025-02-17,9392,3.2851,0.3633,0.5326,week
2025-02-24,11940,3.2307,0.3723,0.508,week
2025-03-03,10983,3.2878,0.3596,0.5269,week
2025-03-10,11159,3.3616,0.3407,0.5518,week
2025-03-17,11541,3.325,0.3541,0.5432,week
2025-03-24,11812,3.3451,0.3526,0.5536,week
2025-03-31,11410,3.3826,0.342,0.5578,week
2025-04-07,11677,3.4163,0.3351,0.5701,week
2025-04-14,6625,3.4747,0.32,0.5891,week
2025-04-21,150,3.5133,0.28,0.6133,week
