period_start,text_sentiment_label,review_count,average_rating
2015-08-17,negative,17,2.3529
2015-08-24,positive,31,2.8387
2015-08-24,neutral,21,2.0952
2015-08-24,negative,13,1.9231
2015-08-31,positive,32,2.8125
2015-08-31,neutral,19,2.1579
2015-08-31,negative,12,2.5
2015-09-07,neutral,29,2.3103
2015-09-07,positive,24,3.1667
2015-09-07,negative,18,2.1667
2015-09-14,positive,42,2.8571
2015-09-14,neutral,23,2.6087
2015-09-14,negative,13,2.1538
2015-09-21,positive,42,2.7619
2015-09-21,neutral,38,2.2105
2015-09-21,negative,16,2.625
2015-09-28,positive,48,2.9583
2015-09-28,neutral,32,2.4688
2015-09-28,negative,26,2.2308
2015-10-05,positive,41,2.561
2015-10-05,negative,30,2.3
2015-10-05,neutral,23,2.3043
2015-10-12,positive,44,2.7727
2015-10-12,neutral,27,2.8148
2015-10-12,negative,21,2.0476
2015-10-19,positive,54,2.7963
2015-10-19,negative,34,1.9706
2015-10-19,neutral,31,2.5484
2015-10-26,positive,48,2.7917
2015-10-26,neutral,38,2.5789
2015-10-26,negative,32,2.0938
2015-11-02,positive,36,2.8333
2015-11-02,neutral,32,2.4688
2015-11-02,negative,28,2.1429
2015-11-09,positive,39,2.6667
2015-11-09,neutral,24,2.5
2015-11-09,negative,22,2.1818
2015-11-16,positive,41,3.0732
2015-11-16,neutral,28,2.3571
2015-11-16,negative,20,2.15
2015-11-23,positive,55,3.0
2015-11-23,neutral,28,2.7143
2015-11-23,negative,25,2.2
2015-11-30,positive,63,3.0
2015-11-30,neutral,35,2.3429
2015-11-30,negative,30,2.3333
2015-12-07,positive,58,2.9138
2015-12-07,neutral,38,2.4474
2015-12-07,negative,24,2.375
2015-12-14,positive,39,2.9744
2015-12-14,neutral,32,2.375
2015-12-14,negative,26,2.3077
2015-12-21,positive,47,3.2766
2015-12-21,neutral,25,2.32
2015-12-21,negative,20,1.9
2015-12-28,positive,62,2.9839
2015-12-28,neutral,35,2.5714
2015-12-28,negative,29,2.2759
2016-01-04,positive,67,3.1045
2016-01-04,neutral,37,2.5676
2016-01-04,negative,33,2.303
2016-01-11,positive,50,2.86
2016-01-11,negative,21,2.2857
2016-01-11,neutral,19,2.6842
2016-01-18,positive,61,3.0984
2016-01-18,neutral,25,2.72
2016-01-18,negative,21,2.4286
2016-01-25,positive,44,2.8409
2016-01-25,neutral,30,2.4333
2016-01-25,negative,25,2.16
2016-02-01,neutral,30,2.4667
2016-02-01,positive,29,3.2414
2016-02-01,negative,18,2.5556
2016-02-08,positive,43,2.9302
2016-02-08,neutral,31,2.4839
2016-02-08,negative,21,2.2381
2016-02-15,positive,64,3.0625
2016-02-15,neutral,30,2.7333
2016-02-15,negative,22,2.5
2016-02-22,positive,53,3.0755
2016-02-22,negative,29,2.4138
2016-02-22,neutral,27,2.4815
2016-02-29,positive,59,2.8475
2016-02-29,neutral,38,2.4474
2016-02-29,negative,22,2.6364
2016-03-07,positive,59,3.2203
2016-03-07,neutral,35,3.1714
2016-03-07,negative,26,2.3846
2016-03-14,positive,271,3.8782
2016-03-14,neutral,157,2.9936
2016-03-14,negative,82,2.3902
2016-03-21,positive,117,3.1368
2016-03-21,neutral,58,2.5
2016-03-21,negative,43,2.4186
2016-03-28,positive,79,3.3671
2016-03-28,neutral,41,2.9268
2016-03-28,negative,37,2.1892
2016-04-04,positive,65,3.1538
2016-04-04,neutral,40,2.75
2016-04-04,negative,34,2.1765
2016-04-11,positive,66,3.0
2016-04-11,neutral,37,2.9459
2016-04-11,negative,27,2.6296
2016-04-18,positive,46,3.0
2016-04-18,neutral,28,3.0357
2016-04-18,negative,18,2.1667
2016-04-25,positive,60,3.0667
2016-04-25,neutral,32,2.5938
2016-04-25,negative,19,2.3158
2016-05-02,positive,53,3.0189
2016-05-02,neutral,33,2.3333
2016-05-02,negative,18,2.0556
2016-05-09,positive,45,2.8222
2016-05-09,negative,26,2.2692
2016-05-09,neutral,21,2.5238
2016-05-16,positive,47,3.0213
2016-05-16,neutral,26,2.7692
2016-05-16,negative,19,2.2632
2016-05-23,positive,43,2.8372
2016-05-23,neutral,33,2.4242
2016-05-23,negative,16,2.0625
2016-05-30,positive,43,3.2791
2016-05-30,neutral,23,2.5652
2016-05-30,negative,13,2.2308
2016-06-06,positive,54,3.0556
2016-06-06,neutral,44,2.6364
2016-06-06,negative,14,2.6429
2016-06-13,positive,51,3.0588
2016-06-13,neutral,36,2.4722
2016-06-13,negative,27,2.3333
2016-06-20,positive,49,3.2857
2016-06-20,negative,21,2.0476
2016-06-20,neutral,21,2.9048
2016-06-27,positive,49,3.2041
2016-06-27,neutral,26,2.5
2016-06-27,negative,19,2.1579
2016-07-04,positive,60,3.0333
2016-07-04,neutral,34,2.4118
2016-07-04,negative,20,2.15
2016-07-11,positive,57,3.0877
2016-07-11,neutral,25,2.36
2016-07-11,negative,20,2.25
2016-07-18,positive,51,3.2745
2016-07-18,negative,25,2.4
2016-07-18,neutral,21,2.5238
2016-07-25,positive,43,3.2326
2016-07-25,neutral,27,2.7778
2016-07-25,negative,14,2.6429
2016-08-01,positive,48,3.0625
2016-08-01,neutral,37,2.2973
2016-08-01,negative,13,2.1538
2016-08-08,positive,67,2.8657
2016-08-08,neutral,50,2.38
2016-08-08,negative,35,2.5714
2016-08-15,positive,78,2.8462
2016-08-15,neutral,53,2.5283
2016-08-15,negative,47,2.1915
2016-08-22,positive,65,3.1231
2016-08-22,neutral,48,2.6042
2016-08-22,negative,28,2.3214
2016-08-29,positive,61,2.9672
2016-08-29,neutral,29,2.3793
2016-08-29,negative,26,2.3077
2016-09-05,positive,47,2.8511
2016-09-05,neutral,35,2.4857
2016-09-05,negative,17,2.2353
2016-09-12,positive,69,2.971
2016-09-12,negative,34,2.1176
2016-09-12,neutral,31,2.3871
2016-09-19,positive,66,2.9545
2016-09-19,neutral,44,2.4773
2016-09-19,negative,28,1.9286
2016-09-26,positive,64,3.2188
2016-09-26,neutral,30,2.6
2016-09-26,negative,20,2.35
2016-10-03,positive,50,3.2
2016-10-03,neutral,44,2.7273
2016-10-03,negative,18,2.5
2016-10-10,positive,41,3.2927
2016-10-10,neutral,33,2.697
2016-10-10,negative,17,2.3529
2016-10-17,positive,47,3.2766
2016-10-17,neutral,28,2.4286
2016-10-17,negative,19,2.2632
2016-10-24,positive,49,2.8367
2016-10-24,negative,28,2.3571
2016-10-24,neutral,24,2.6667
2016-10-31,positive,53,3.1887
2016-10-31,neutral,39,2.5897
2016-10-31,negative,19,2.3684
2016-11-07,positive,54,3.0
2016-11-07,neutral,33,2.3939
2016-11-07,negative,28,2.0357
2016-11-14,positive,73,2.8493
2016-11-14,neutral,40,2.575
2016-11-14,negative,24,2.0
2016-11-21,positive,52,3.3077
2016-11-21,neutral,40,2.725
2016-11-21,negative,30,2.2333
2016-11-28,positive,61,3.1803
2016-11-28,neutral,33,2.7576
2016-11-28,negative,18,2.2778
2016-12-05,positive,78,3.2949
2016-12-05,negative,37,2.7027
2016-12-05,neutral,34,2.4412
2016-12-12,positive,84,3.369
2016-12-12,neutral,42,2.9524
2016-12-12,negative,24,2.2917
2016-12-19,positive,102,3.5784
2016-12-19,neutral,50,2.88
2016-12-19,negative,32,2.8125
2016-12-26,positive,143,3.5385
2016-12-26,neutral,63,2.6032
2016-12-26,negative,58,2.4483
2017-01-02,positive,87,3.3563
2017-01-02,neutral,44,2.9091
2017-01-02,negative,34,2.7059
2017-01-09,positive,77,3.3896
2017-01-09,neutral,38,2.6842
2017-01-09,negative,30,2.2667
2017-01-16,positive,79,3.1772
2017-01-16,neutral,32,2.7812
2017-01-16,negative,21,2.4286
2017-01-23,positive,67,3.1194
2017-01-23,neutral,31,2.6452
2017-01-23,negative,30,2.2667
2017-01-30,positive,64,3.2656
2017-01-30,negative,38,2.1579
2017-01-30,neutral,25,2.92
2017-02-06,positive,132,2.6742
2017-02-06,negative,114,1.8246
2017-02-06,neutral,88,2.125
2017-02-13,positive,94,2.734
2017-02-13,neutral,70,2.4286
2017-02-13,negative,57,2.0526
2017-02-20,positive,99,3.101
2017-02-20,neutral,51,2.7255
2017-02-20,negative,45,2.3333
2017-02-27,positive,103,3.3107
2017-02-27,neutral,40,2.35
2017-02-27,negative,28,2.5
2017-03-06,positive,89,3.3708
2017-03-06,neutral,47,2.7021
2017-03-06,negative,32,2.2812
2017-03-13,positive,210,3.6476
2017-03-13,neutral,100,2.17
2017-03-13,negative,86,1.8372
2017-03-20,positive,85,3.6
2017-03-20,negative,57,2.0702
2017-03-20,neutral,41,2.7805
2017-03-27,positive,101,3.7426
2017-03-27,neutral,47,2.8511
2017-03-27,negative,44,2.3182
2017-04-03,positive,117,3.8974
2017-04-03,neutral,54,3.1481
2017-04-03,negative,45,2.5333
2017-04-10,positive,68,3.3235
2017-04-10,neutral,37,2.7027
2017-04-10,negative,30,2.5
2017-04-17,positive,128,2.9922
2017-04-17,neutral,59,2.3559
2017-04-17,negative,51,2.098
2017-04-24,positive,83,3.6747
2017-04-24,neutral,35,2.4286
2017-04-24,negative,30,2.5667
2017-05-01,positive,88,3.4091
2017-05-01,neutral,40,2.6
2017-05-01,negative,31,2.3226
2017-05-08,positive,184,3.0109
2017-05-08,negative,116,2.4224
2017-05-08,neutral,108,2.5
2017-05-15,positive,146,3.1986
2017-05-15,neutral,71,2.5211
2017-05-15,negative,53,2.1509
2017-05-22,positive,123,3.2195
2017-05-22,neutral,55,2.8182
2017-05-22,negative,46,2.3261
2017-05-29,positive,93,3.4409
2017-05-29,neutral,54,2.7407
2017-05-29,negative,36,2.0833
2017-06-05,positive,93,3.3118
2017-06-05,neutral,44,2.7955
2017-06-05,negative,37,2.2162
2017-06-12,positive,88,3.25
2017-06-12,negative,40,2.35
2017-06-12,neutral,33,2.5455
2017-06-19,positive,80,3.2625
2017-06-19,negative,44,2.3864
2017-06-19,neutral,42,2.7619
2017-06-26,positive,125,3.864
2017-06-26,neutral,46,2.8478
2017-06-26,negative,33,2.7576
2017-07-03,positive,185,3.9243
2017-07-03,neutral,44,3.1364
2017-07-03,negative,43,2.907
2017-07-10,positive,112,3.4196
2017-07-10,negative,34,2.3824
2017-07-10,neutral,30,2.6667
2017-07-17,positive,65,3.4308
2017-07-17,neutral,41,2.6585
2017-07-17,negative,36,2.4722
2017-07-24,positive,91,3.5275
2017-07-24,neutral,49,2.6531
2017-07-24,negative,40,2.175
2017-07-31,positive,105,3.6571
2017-07-31,neutral,37,3.0541
2017-07-31,negative,27,2.4444
2017-08-07,positive,116,3.7328
2017-08-07,negative,46,2.7826
2017-08-07,neutral,42,2.7381
2017-08-14,positive,115,3.7217
2017-08-14,neutral,57,2.7368
2017-08-14,negative,46,2.5
2017-08-21,positive,95,3.6
2017-08-21,neutral,34,2.7647
2017-08-21,negative,27,2.4444
2017-08-28,positive,76,3.4474
2017-08-28,neutral,39,2.7949
2017-08-28,negative,23,2.3913
2017-09-04,positive,87,3.5517
2017-09-04,neutral,35,2.8
2017-09-04,negative,31,2.2581
2017-09-11,positive,89,3.2584
2017-09-11,neutral,38,2.7105
2017-09-11,negative,25,2.72
2017-09-18,positive,96,3.2917
2017-09-18,neutral,46,2.8261
2017-09-18,negative,34,2.1765
2017-09-25,positive,92,3.2283
2017-09-25,neutral,52,2.5769
2017-09-25,negative,50,2.28
2017-10-02,positive,80,3.2375
2017-10-02,neutral,45,2.4444
2017-10-02,negative,35,2.7143
2017-10-09,positive,88,3.4432
2017-10-09,neutral,40,2.575
2017-10-09,negative,30,2.4333
2017-10-16,positive,71,3.2817
2017-10-16,neutral,42,2.5714
2017-10-16,negative,31,2.5161
2017-10-23,positive,97,3.2062
2017-10-23,neutral,59,2.4407
2017-10-23,negative,37,2.2973
2017-10-30,positive,64,3.2188
2017-10-30,neutral,34,2.5588
2017-10-30,negative,28,2.3571
2017-11-06,positive,207,3.3092
2017-11-06,neutral,68,2.6765
2017-11-06,negative,56,2.5893
2017-11-13,positive,141,3.1277
2017-11-13,neutral,54,2.7593
2017-11-13,negative,42,2.4048
2017-11-20,positive,115,3.4696
2017-11-20,neutral,55,2.4364
2017-11-20,negative,45,2.3333
2017-11-27,positive,97,3.2268
2017-11-27,neutral,51,2.6863
2017-11-27,negative,39,2.4615
2017-12-04,positive,132,3.5606
2017-12-04,neutral,54,2.5741
2017-12-04,negative,43,2.3488
2017-12-11,positive,125,3.36
2017-12-11,neutral,60,2.7333
2017-12-11,negative,41,2.2683
2017-12-18,positive,105,3.2571
2017-12-18,neutral,53,2.8113
2017-12-18,negative,44,2.3636
2017-12-25,positive,127,3.6299
2017-12-25,neutral,76,2.6447
2017-12-25,negative,49,2.1837
2018-01-01,positive,98,3.0612
2018-01-01,neutral,59,2.6271
2018-01-01,negative,48,2.3333
2018-01-08,positive,101,3.297
2018-01-08,neutral,50,2.48
2018-01-08,negative,48,2.3125
2018-01-15,positive,100,3.14
2018-01-15,neutral,53,2.5849
2018-01-15,negative,38,2.1579
2018-01-22,positive,67,3.2239
2018-01-22,neutral,45,2.5556
2018-01-22,negative,40,2.1
2018-01-29,positive,80,3.3625
2018-01-29,neutral,65,2.6
2018-01-29,negative,38,2.1842
2018-02-05,positive,79,3.2405
2018-02-05,neutral,42,2.5476
2018-02-05,negative,38,2.0789
2018-02-12,positive,90,3.1444
2018-02-12,negative,40,2.0
2018-02-12,neutral,39,2.6667
2018-02-19,positive,111,3.1532
2018-02-19,neutral,54,2.8519
2018-02-19,negative,40,2.15
2018-02-26,positive,101,3.4653
2018-02-26,neutral,61,2.5738
2018-02-26,negative,49,2.3469
2018-03-05,positive,108,3.3519
2018-03-05,neutral,49,2.551
2018-03-05,negative,39,2.0513
2018-03-12,positive,224,3.4911
2018-03-12,neutral,139,2.3813
2018-03-12,negative,136,1.9265
2018-03-19,positive,107,3.2897
2018-03-19,neutral,67,2.3433
2018-03-19,negative,65,2.2154
2018-03-26,positive,122,3.2705
2018-03-26,neutral,60,2.7333
2018-03-26,negative,52,2.0769
2018-04-02,positive,145,3.2069
2018-04-02,negative,61,2.1639
2018-04-02,neutral,61,2.541
2018-04-09,positive,108,3.2593
2018-04-09,neutral,65,2.6308
2018-04-09,negative,56,2.2321
2018-04-16,positive,119,3.1849
2018-04-16,neutral,45,2.7333
2018-04-16,negative,42,2.4524
2018-04-23,positive,108,3.3333
2018-04-23,negative,47,2.1064
2018-04-23,neutral,47,2.7021
2018-04-30,positive,104,3.3942
2018-04-30,neutral,59,2.5085
2018-04-30,negative,49,2.3469
2018-05-07,positive,121,3.3719
2018-05-07,neutral,44,2.6136
2018-05-07,negative,42,1.8333
2018-05-14,positive,93,3.3763
2018-05-14,neutral,61,2.6721
2018-05-14,negative,60,2.2167
2018-05-21,positive,82,3.3293
2018-05-21,neutral,44,2.5682
2018-05-21,negative,33,2.303
2018-05-28,positive,97,3.299
2018-05-28,neutral,50,2.66
2018-05-28,negative,38,2.4737
2018-06-04,positive,95,3.1053
2018-06-04,negative,50,2.38
2018-06-04,neutral,42,2.881
2018-06-11,positive,90,3.3222
2018-06-11,neutral,58,2.5862
2018-06-11,negative,36,2.25
2018-06-18,positive,78,3.0513
2018-06-18,negative,57,2.2456
2018-06-18,neutral,53,2.434
2018-06-25,positive,95,3.2526
2018-06-25,negative,50,2.64
2018-06-25,neutral,36,2.6389
2018-07-02,positive,89,3.3034
2018-07-02,neutral,50,2.68
2018-07-02,negative,38,2.0263
2018-07-09,positive,91,3.2967
2018-07-09,negative,42,2.2857
2018-07-09,neutral,38,2.4737
2018-07-16,positive,93,3.2903
2018-07-16,negative,48,2.3958
2018-07-16,neutral,45,2.7111
2018-07-23,positive,106,3.3302
2018-07-23,neutral,61,2.3934
2018-07-23,negative,48,2.3542
2018-07-30,positive,96,3.2604
2018-07-30,neutral,71,2.5634
2018-07-30,negative,49,2.4082
2018-08-06,positive,107,3.3832
2018-08-06,negative,57,2.2281
2018-08-06,neutral,53,2.566
2018-08-13,positive,105,3.1714
2018-08-13,neutral,78,2.6026
2018-08-13,negative,51,2.2941
2018-08-20,positive,108,3.3519
2018-08-20,negative,52,2.3269
2018-08-20,neutral,48,2.7708
2018-08-27,positive,123,3.2764
2018-08-27,neutral,60,2.7167
2018-08-27,negative,50,2.2
2018-09-03,positive,128,3.375
2018-09-03,negative,65,2.0154
2018-09-03,neutral,62,2.4839
2018-09-10,positive,561,3.8467
2018-09-10,negative,220,2.2682
2018-09-10,neutral,131,2.9618
2018-09-17,positive,783,3.6628
2018-09-17,negative,348,2.1236
2018-09-17,neutral,223,2.5874
2018-09-24,positive,998,3.8277
2018-09-24,negative,331,2.3172
2018-09-24,neutral,282,2.6206
2018-10-01,positive,959,3.756
2018-10-01,negative,332,2.1958
2018-10-01,neutral,273,2.8425
2018-10-08,positive,969,3.7059
2018-10-08,negative,283,2.212
2018-10-08,neutral,241,2.7261
2018-10-15,positive,870,3.7264
2018-10-15,negative,280,2.2643
2018-10-15,neutral,213,2.9061
2018-10-22,positive,1135,3.9031
2018-10-22,negative,350,2.5286
2018-10-22,neutral,315,2.9968
2018-10-29,positive,968,3.8182
2018-10-29,negative,311,2.3762
2018-10-29,neutral,214,2.9112
2018-11-05,positive,1085,3.965
2018-11-05,negative,297,2.2458
2018-11-05,neutral,266,2.9925
2018-11-12,positive,963,3.866
2018-11-12,negative,310,2.4258
2018-11-12,neutral,255,2.8863
2018-11-19,positive,861,3.8641
2018-11-19,negative,309,2.301
2018-11-19,neutral,241,2.7676
2018-11-26,positive,943,3.8441
2018-11-26,negative,308,2.2825
2018-11-26,neutral,222,2.9009
2018-12-03,positive,919,3.8651
2018-12-03,negative,275,2.2182
2018-12-03,neutral,227,2.837
2018-12-10,positive,821,3.7649
2018-12-10,negative,343,2.2624
2018-12-10,neutral,235,2.7191
2018-12-17,positive,1041,3.8348
2018-12-17,negative,325,2.2985
2018-12-17,neutral,227,2.7665
2018-12-24,positive,945,3.7577
2018-12-24,negative,341,2.2111
2018-12-24,neutral,228,2.7412
2018-12-31,positive,1122,3.8405
2018-12-31,negative,345,2.058
2018-12-31,neutral,216,2.7037
2019-01-07,positive,917,3.8026
2019-01-07,negative,314,2.1306
2019-01-07,neutral,240,2.7417
2019-01-14,positive,960,3.7208
2019-01-14,negative,300,2.0433
2019-01-14,neutral,230,2.6826
2019-01-21,positive,1012,3.6196
2019-01-21,negative,305,2.1836
2019-01-21,neutral,220,2.6273
2019-01-28,positive,1001,3.7532
2019-01-28,negative,292,2.2705
2019-01-28,neutral,278,2.6727
2019-02-04,positive,1194,3.7379
2019-02-04,negative,335,2.2239
2019-02-04,neutral,271,2.7749
2019-02-11,positive,1041,3.8252
2019-02-11,negative,367,2.0845
2019-02-11,neutral,271,2.7343
2019-02-18,positive,1195,3.7615
2019-02-18,negative,332,2.1867
2019-02-18,neutral,262,2.855
2019-02-25,positive,1053,3.7379
2019-02-25,negative,310,2.1548
2019-02-25,neutral,221,2.7828
2019-03-04,positive,1077,3.6685
2019-03-04,negative,311,2.2315
2019-03-04,neutral,237,2.7553
2019-03-11,positive,1084,3.7878
2019-03-11,negative,305,2.1836
2019-03-11,neutral,248,2.6815
2019-03-18,positive,1297,3.7818
2019-03-18,negative,393,1.9567
2019-03-18,neutral,382,2.6597
2019-03-25,positive,1243,3.8463
2019-03-25,negative,411,2.1873
2019-03-25,neutral,337,2.6677
2019-04-01,positive,1102,3.6915
2019-04-01,negative,331,2.2296
2019-04-01,neutral,279,2.6129
2019-04-08,positive,1232,3.6843
2019-04-08,negative,407,2.1499
2019-04-08,neutral,280,2.6786
2019-04-15,positive,1067,3.6261
2019-04-15,negative,340,2.1382
2019-04-15,neutral,271,2.7306
2019-04-22,positive,1111,3.6301
2019-04-22,negative,348,2.0517
2019-04-22,neutral,250,2.792
2019-04-29,positive,1068,3.5983
2019-04-29,negative,385,2.1247
2019-04-29,neutral,267,2.6067
2019-05-06,positive,1122,3.6328
2019-05-06,negative,342,1.9825
2019-05-06,neutral,247,2.6194
2019-05-13,positive,1167,3.7455
2019-05-13,negative,361,2.1385
2019-05-13,neutral,235,2.7404
2019-05-20,positive,1082,3.6682
2019-05-20,negative,368,2.1766
2019-05-20,neutral,271,2.8007
2019-05-27,positive,1232,3.681
2019-05-27,negative,407,2.1572
2019-05-27,neutral,286,2.5524
2019-06-03,positive,1122,3.6872
2019-06-03,negative,412,2.1578
2019-06-03,neutral,278,2.6151
2019-06-10,positive,1124,3.6023
2019-06-10,negative,431,2.1206
2019-06-10,neutral,269,2.4684
2019-06-17,positive,1088,3.5901
2019-06-17,negative,380,2.0816
2019-06-17,neutral,271,2.5941
2019-06-24,positive,1133,3.6717
2019-06-24,negative,399,2.1529
2019-06-24,neutral,273,2.5275
2019-07-01,positive,1113,3.6352
2019-07-01,negative,345,2.0986
2019-07-01,neutral,306,2.6993
2019-07-08,positive,1124,3.6566
2019-07-08,negative,429,1.8625
2019-07-08,neutral,263,2.4829
2019-07-15,positive,1237,3.806
2019-07-15,negative,367,2.0736
2019-07-15,neutral,277,2.7292
2019-07-22,positive,1582,3.9532
2019-07-22,negative,403,2.1588
2019-07-22,neutral,319,2.9749
2019-07-29,positive,1527,3.8258
2019-07-29,negative,437,2.1442
2019-07-29,neutral,353,2.8045
2019-08-05,positive,1416,3.5763
2019-08-05,negative,482,2.0436
2019-08-05,neutral,343,2.6181
2019-08-12,positive,1445,3.5543
2019-08-12,negative,522,1.9943
2019-08-12,neutral,349,2.5215
2019-08-19,positive,1278,3.5532
2019-08-19,negative,513,1.9688
2019-08-19,neutral,364,2.5989
2019-08-26,positive,1280,3.5945
2019-08-26,negative,408,2.1176
2019-08-26,neutral,315,2.5429
2019-09-02,positive,1210,3.6132
2019-09-02,negative,407,1.9681
2019-09-02,neutral,316,2.6329
2019-09-09,positive,1112,3.6097
2019-09-09,negative,371,1.9515
2019-09-09,neutral,300,2.7233
2019-09-16,positive,1216,3.5773
2019-09-16,negative,467,1.9893
2019-09-16,neutral,308,2.6169
2019-09-23,positive,2581,3.5951
2019-09-23,negative,734,2.0804
2019-09-23,neutral,410,2.5463
2019-09-30,positive,1711,3.55
2019-09-30,negative,509,2.0373
2019-09-30,neutral,335,2.7493
2019-10-07,positive,1314,3.5715
2019-10-07,negative,464,1.9978
2019-10-07,neutral,299,2.6321
2019-10-14,positive,1264,3.5649
2019-10-14,negative,464,2.1142
2019-10-14,neutral,321,2.5639
2019-10-21,positive,1325,3.6
2019-10-21,negative,465,2.0839
2019-10-21,neutral,302,2.7053
2019-10-28,positive,1091,3.5894
2019-10-28,negative,396,2.0556
2019-10-28,neutral,281,2.5552
2019-11-04,positive,1128,3.6658
2019-11-04,negative,402,1.9776
2019-11-04,neutral,267,2.7903
2019-11-11,positive,1192,3.6326
2019-11-11,negative,407,2.1204
2019-11-11,neutral,242,2.686
2019-11-18,positive,1276,3.576
2019-11-18,negative,389,2.1594
2019-11-18,neutral,299,2.408
2019-11-25,positive,1184,3.5659
2019-11-25,negative,383,2.0653
2019-11-25,neutral,295,2.7119
2019-12-02,positive,1391,3.5572
2019-12-02,negative,448,2.0848
2019-12-02,neutral,322,2.5839
2019-12-09,positive,1325,3.5758
2019-12-09,negative,470,2.1319
2019-12-09,neutral,315,2.5111
2019-12-16,positive,1214,3.5239
2019-12-16,negative,466,2.2167
2019-12-16,neutral,314,2.6879
2019-12-23,positive,1284,3.6417
2019-12-23,negative,443,2.1964
2019-12-23,neutral,298,2.7752
2019-12-30,positive,1420,3.5838
2019-12-30,negative,473,1.9915
2019-12-30,neutral,361,2.6898
2020-01-06,positive,1729,3.8768
2020-01-06,negative,479,2.1378
2020-01-06,neutral,448,3.2746
2020-01-13,positive,1761,3.7592
2020-01-13,negative,516,2.1628
2020-01-13,neutral,465,3.0602
2020-01-20,positive,1460,3.6171
2020-01-20,negative,454,2.0
2020-01-20,neutral,342,2.7807
2020-01-27,positive,1288,3.6483
2020-01-27,negative,471,2.0594
2020-01-27,neutral,310,2.6581
2020-02-03,positive,1318,3.5956
2020-02-03,negative,438,2.0571
2020-02-03,neutral,333,2.6847
2020-02-10,positive,1258,3.6486
2020-02-10,negative,462,2.1667
2020-02-10,neutral,319,2.6176
2020-02-17,positive,1260,3.6119
2020-02-17,negative,428,2.1262
2020-02-17,neutral,328,2.6006
2020-02-24,positive,1329,3.5997
2020-02-24,negative,462,2.0
2020-02-24,neutral,329,2.538
2020-03-02,positive,1361,3.6723
2020-03-02,negative,433,2.0901
2020-03-02,neutral,297,2.734
2020-03-09,positive,1410,3.6638
2020-03-09,negative,484,2.2004
2020-03-09,neutral,314,2.7548
2020-03-16,positive,1542,3.6984
2020-03-16,negative,543,2.0994
2020-03-16,neutral,395,2.6152
2020-03-23,positive,2265,3.585
2020-03-23,negative,729,2.0096
2020-03-23,neutral,544,2.4853
2020-03-30,positive,2508,3.6726
2020-03-30,negative,715,2.1455
2020-03-30,neutral,548,2.6369
2020-04-06,positive,2610,3.6126
2020-04-06,negative,804,2.0746
2020-04-06,neutral,531,2.6874
2020-04-13,positive,2571,3.6496
2020-04-13,negative,810,2.137
2020-04-13,neutral,602,2.5847
2020-04-20,positive,2491,3.5564
2020-04-20,negative,867,2.1442
2020-04-20,neutral,638,2.5423
2020-04-27,positive,2330,3.5421
2020-04-27,negative,776,1.9897
2020-04-27,neutral,551,2.5445
2020-05-04,positive,1986,3.5433
2020-05-04,negative,771,2.0428
2020-05-04,neutral,505,2.5564
2020-05-11,positive,2073,3.5538
2020-05-11,negative,800,2.0712
2020-05-11,neutral,535,2.6505
2020-05-18,positive,1957,3.5207
2020-05-18,negative,755,2.0225
2020-05-18,neutral,530,2.4566
2020-05-25,positive,1921,3.6127
2020-05-25,negative,791,2.0746
2020-05-25,neutral,489,2.5235
2020-06-01,positive,2032,3.6412
2020-06-01,negative,657,2.2192
2020-06-01,neutral,466,2.6609
2020-06-08,positive,1751,3.5951
2020-06-08,negative,651,2.1982
2020-06-08,neutral,448,2.6518
2020-06-15,positive,1642,3.5177
2020-06-15,negative,595,2.0756
2020-06-15,neutral,408,2.5711
2020-06-22,positive,1616,3.5675
2020-06-22,negative,621,2.0548
2020-06-22,neutral,405,2.5259
2020-06-29,positive,1782,3.4018
2020-06-29,negative,702,2.0114
2020-06-29,neutral,445,2.5393
2020-07-06,positive,1869,3.5334
2020-07-06,negative,670,2.0507
2020-07-06,neutral,471,2.5308
2020-07-13,positive,1728,3.5642
2020-07-13,negative,610,2.1197
2020-07-13,neutral,378,2.6561
2020-07-20,positive,2034,3.6868
2020-07-20,negative,618,2.2087
2020-07-20,neutral,408,2.6422
2020-07-27,positive,1901,3.6107
2020-07-27,negative,676,2.0429
2020-07-27,neutral,432,2.6181
2020-08-03,positive,1784,3.6312
2020-08-03,negative,590,2.2102
2020-08-03,neutral,434,2.5553
2020-08-10,positive,2028,3.642
2020-08-10,negative,675,2.1363
2020-08-10,neutral,445,2.6427
2020-08-17,positive,1808,3.6272
2020-08-17,negative,577,2.1802
2020-08-17,neutral,406,2.6281
2020-08-24,positive,1835,3.709
2020-08-24,negative,583,2.1389
2020-08-24,neutral,431,2.6682
2020-08-31,positive,1730,3.6214
2020-08-31,negative,556,2.1673
2020-08-31,neutral,431,2.7889
2020-09-07,positive,1727,3.6896
2020-09-07,negative,548,2.2245
2020-09-07,neutral,431,2.6009
2020-09-14,positive,1625,3.6431
2020-09-14,negative,533,2.0882
2020-09-14,neutral,424,2.6533
2020-09-21,positive,1568,3.5938
2020-09-21,negative,575,2.0991
2020-09-21,neutral,430,2.6535
2020-09-28,positive,1760,3.6574
2020-09-28,negative,562,2.1637
2020-09-28,neutral,425,2.4753
2020-10-05,positive,1602,3.593
2020-10-05,negative,559,2.1002
2020-10-05,neutral,360,2.65
2020-10-12,positive,1726,3.617
2020-10-12,negative,576,2.0781
